User Path,Num Direct Impressions,Num Indirect Impressions,Impressions Served,Has Converted (1/0 = yes/no),Count
click (phone) - desktop site (phone),0,0,None,1,17
imp (tablet) - imp (phone),58,0,Indirect,0,5
imp (other) - imp (phone),8,0,Indirect,0,12
imp (phone) - mobile site (phone) - desktop site (phone),5,28,Direct,1,1
imp (phone) - desktop site (phone) - desktop site (tablet),1,0,Indirect,1,12
imp (other) - imp (tablet),28,0,Indirect,0,1
imp (tablet) - click (tablet),108,0,Indirect,0,1
imp (tablet) - click (tablet) - imp (phone),132,0,Indirect,0,1
mobile site (other) - imp (phone),1,0,Indirect,0,1
imp (other) - imp (tablet),57,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone),0,97,Direct,1,1
imp (phone) - desktop site (computer),79,0,Indirect,1,2
imp (tablet),134,0,Indirect,0,6
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,9,Direct,1,9
imp (phone) - click (phone) - desktop site (phone),0,87,Direct,1,1
mobile site (tablet) - desktop site (tablet) - desktop site (computer) - desktop site (phone),0,0,None,1,11
imp (tablet) - imp (phone) - desktop site (computer),9,0,Indirect,1,1
imp (phone) - mobile site (phone) - click (phone) - desktop site (phone),1,2,Direct,1,1
imp (phone) - click (phone) - desktop site (phone),60,16,Direct,1,1
imp (tablet) - imp (other) - imp (phone),14,0,Indirect,0,1
imp (tablet),5,0,Indirect,0,6944
imp (phone) - desktop site (computer),71,0,Indirect,1,1
imp (tablet) - click (tablet) - desktop site (computer) - desktop site (tablet),15,0,Indirect,1,1
imp (phone) - desktop site (phone),104,0,Indirect,1,1
imp (tablet) - imp (phone),36,0,Indirect,0,7
mobile site (tablet) - desktop site (computer) - desktop site (tablet),0,0,None,1,2
imp (phone) - imp (tablet) - click (phone) - desktop site (phone),6,2,Direct,1,1
imp (phone),604,0,Indirect,0,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,13,Direct,1,10
imp (phone),97,0,Indirect,0,12
imp (tablet),77,0,Indirect,0,18
imp (phone) - imp (tablet) - desktop site (computer) - desktop site (tablet),30,0,Indirect,1,1
imp (tablet),40,0,Indirect,0,106
imp (other) - imp (phone),24,0,Indirect,0,2
imp (tablet) - click (tablet),107,0,Indirect,0,1
imp (phone) - mobile site (phone) - imp (tablet),3,0,Indirect,0,1
imp (tablet),285,0,Indirect,0,1
mobile site (phone) - imp (phone),7,0,Indirect,0,5
imp (phone) - mobile site (phone),11,0,Indirect,0,1
imp (phone) - imp (tablet) - click (tablet),20,0,Indirect,0,1
imp (phone) - mobile site (other) - desktop site (computer),2,0,Indirect,1,1
imp (phone) - mobile site (phone) - desktop site (phone),0,5,Direct,1,9
imp (phone) - desktop site (computer) - desktop site (tablet) - desktop site (other),1,0,Indirect,1,2
mobile site (phone) - desktop site (phone) - desktop site (computer) - desktop site (other),0,0,None,1,10
imp (other),12,0,Indirect,0,17
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),45,2,Direct,1,1
imp (other) - imp (tablet),38,0,Indirect,0,1
imp (tablet) - click (tablet) - imp (phone),7,0,Indirect,0,1
desktop site (computer),0,0,None,1,605239
imp (phone) - mobile site (phone) - desktop site (phone),28,0,Indirect,1,1
imp (phone) - imp (tablet) - mobile site (other) - desktop site (other),34,0,Indirect,1,1
imp (phone) - click (phone) - desktop site (phone),4,5,Direct,1,1
imp (tablet) - imp (phone),62,0,Indirect,0,7
imp (tablet) - click (tablet) - desktop site (tablet),0,20,Direct,1,2
imp (tablet) - desktop site (computer),77,0,Indirect,1,2
imp (tablet),59,0,Indirect,0,40
mobile site (other) - desktop site (other) - desktop site (computer),0,0,None,1,62
imp (phone),238,0,Indirect,0,1
imp (tablet) - desktop site (computer),21,0,Indirect,1,3
imp (phone) - imp (tablet),78,0,Indirect,0,1
imp (tablet) - desktop site (computer),28,0,Indirect,1,1
imp (phone) - desktop site (phone) - desktop site (computer),18,0,Indirect,1,1
imp (phone) - desktop site (phone),14,0,Indirect,1,5
imp (other),21,0,Indirect,0,10
imp (tablet) - mobile site (tablet) - click (tablet) - desktop site (tablet),0,10,Direct,1,1
imp (phone) - desktop site (other),17,0,Indirect,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),1,6,Direct,1,2
imp (phone) - desktop site (tablet) - desktop site (computer),11,0,Indirect,1,1
imp (phone) - mobile site (phone) - desktop site (phone),18,0,Indirect,1,1
imp (phone) - desktop site (other) - desktop site (computer),2,0,Indirect,1,13
imp (tablet) - desktop site (computer),32,0,Indirect,1,1
imp (tablet) - click (tablet),15,0,Indirect,0,11
imp (phone) - click (phone) - desktop site (phone),2,3,Direct,1,3
imp (other),31,0,Indirect,0,3
imp (phone) - desktop site (computer),30,0,Indirect,1,2
imp (computer) - desktop site (other),1,0,Indirect,1,1
imp (tablet) - click (tablet) - desktop site (tablet),7,0,Indirect,1,2
mobile site (other) - desktop site (phone) - desktop site (other),0,0,None,1,8
imp (tablet) - click (tablet),42,0,Indirect,0,1
imp (phone) - desktop site (computer) - desktop site (phone),11,0,Indirect,1,2
imp (phone) - click (phone),39,0,Indirect,0,2
imp (tablet) - imp (phone) - click (tablet) - mobile site (tablet) - desktop site (tablet),2,6,Direct,1,1
imp (other) - imp (tablet),37,0,Indirect,0,3
imp (tablet) - mobile site (tablet) - desktop site (tablet),23,0,Indirect,1,2
imp (tablet) - imp (other),4,0,Indirect,0,42
imp (phone),136,0,Indirect,0,4
imp (phone) - click (phone) - desktop site (phone),21,29,Direct,1,1
imp (tablet) - click (tablet) - desktop site (tablet),9,9,Direct,1,1
imp (other) - imp (phone),15,0,Indirect,0,1
imp (tablet),238,0,Indirect,0,2
imp (phone) - imp (tablet) - desktop site (phone),3,0,Indirect,1,3
imp (phone) - mobile site (phone) - desktop site (phone),30,0,Indirect,1,3
imp (phone),102,0,Indirect,0,11
imp (phone) - click (phone),13,0,Indirect,0,11
imp (tablet) - imp (other) - click (tablet) - mobile site (tablet) - desktop site (tablet),1,1,Direct,1,1
imp (phone) - click (phone) - desktop site (computer),13,0,Indirect,1,1
imp (tablet) - imp (other),119,0,Indirect,0,1
imp (tablet) - imp (other),48,0,Indirect,0,1
desktop site (computer) - desktop site (phone),0,0,None,1,3182
imp (tablet) - mobile site (tablet) - desktop site (tablet),0,4,Direct,1,26
imp (tablet) - desktop site (computer),26,0,Indirect,1,3
imp (phone) - imp (tablet) - mobile site (tablet) - desktop site (tablet),9,11,Direct,1,1
imp (tablet) - desktop site (phone),141,0,Indirect,1,1
click (tablet) - imp (tablet),2,0,Indirect,0,1
imp (tablet),43,0,Indirect,0,87
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,11,Direct,1,17
imp (phone),133,0,Indirect,0,6
imp (phone) - desktop site (computer),1,0,Indirect,1,1954
imp (tablet) - desktop site (other) - desktop site (computer) - desktop site (tablet),2,0,Indirect,1,1
imp (tablet) - mobile site (tablet) - desktop site (tablet),0,5,Direct,1,7
imp (phone) - imp (tablet) - click (phone) - mobile site (phone) - desktop site (phone),8,36,Direct,1,1
imp (tablet) - mobile site (phone) - desktop site (phone) - desktop site (tablet),1,0,Indirect,1,2
imp (phone) - click (phone),116,0,Indirect,0,1
imp (phone) - imp (other) - mobile site (phone) - desktop site (phone),1,1,Direct,1,1
mobile site (computer) - desktop site (other) - desktop site (computer),0,0,None,1,3
imp (phone) - imp (tablet) - click (tablet) - desktop site (tablet),28,37,Direct,1,1
imp (other),22,0,Indirect,0,6
imp (phone),16,0,Indirect,0,1071
imp (tablet),119,0,Indirect,0,7
imp (tablet),34,0,Indirect,0,139
imp (tablet) - click (tablet) - imp (other),3,0,Indirect,0,1
imp (computer) - imp (tablet),2,0,Indirect,0,2
imp (phone) - imp (tablet) - desktop site (computer),18,0,Indirect,1,1
imp (tablet) - click (tablet),169,0,Indirect,0,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,12,Direct,1,9
mobile site (computer) - imp (phone),2,0,Indirect,0,1
imp (tablet) - mobile site (tablet) - desktop site (tablet),0,31,Direct,1,1
imp (tablet),100,0,Indirect,0,11
imp (tablet) - mobile site (tablet) - click (tablet) - desktop site (tablet),0,3,Direct,1,2
imp (phone) - mobile site (phone) - desktop site (phone),0,12,Direct,1,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,40,Direct,1,2
imp (phone) - mobile site (tablet) - desktop site (tablet),32,0,Indirect,1,1
imp (phone) - desktop site (computer) - desktop site (other) - desktop site (phone),2,0,Indirect,1,1
imp (phone) - desktop site (phone),0,16,Direct,1,1
imp (phone),319,0,Indirect,0,1
imp (tablet) - desktop site (other),46,0,Indirect,1,1
imp (tablet) - desktop site (tablet),15,0,Indirect,1,1
imp (phone) - imp (tablet) - desktop site (phone) - desktop site (computer) - desktop site (other),3,0,Indirect,1,1
imp (phone) - click (phone),24,0,Indirect,0,1
imp (computer) - imp (phone),5,0,Indirect,0,2
imp (tablet) - imp (phone) - desktop site (other) - desktop site (tablet),29,0,Indirect,1,1
imp (phone) - imp (tablet),38,0,Indirect,0,7
imp (phone) - click (phone) - desktop site (phone),0,33,Direct,1,1
imp (tablet) - mobile site (tablet) - desktop site (tablet) - desktop site (other) - desktop site (computer),0,4,Direct,1,1
imp (tablet) - desktop site (tablet) - desktop site (computer),0,10,Direct,1,1
imp (phone) - desktop site (computer),72,0,Indirect,1,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,26,Direct,1,2
imp (phone) - imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),1,1,Direct,1,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,58,Direct,1,1
imp (tablet) - imp (phone) - imp (computer),3,0,Indirect,0,1
imp (tablet),160,0,Indirect,0,2
imp (phone) - click (phone),77,0,Indirect,0,1
imp (phone),172,0,Indirect,0,1
imp (tablet),653,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone),7,3,Direct,1,1
imp (phone) - desktop site (phone),0,74,Direct,1,1
imp (tablet) - imp (phone) - desktop site (other),6,0,Indirect,1,1
imp (phone),198,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone),8,8,Direct,1,1
imp (phone),287,0,Indirect,0,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,146,Direct,1,1
imp (tablet) - desktop site (tablet),53,0,Indirect,1,1
imp (phone) - desktop site (phone),34,0,Indirect,1,1
imp (tablet) - imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),4,4,Direct,1,1
imp (tablet) - imp (other) - desktop site (tablet),4,0,Indirect,1,1
imp (tablet),241,0,Indirect,0,1
imp (tablet) - desktop site (other) - desktop site (computer),46,0,Indirect,1,1
desktop site (phone) - desktop site (tablet) - desktop site (other),0,0,None,1,3
imp (tablet),12,0,Indirect,0,1294
imp (phone) - mobile site (phone) - click (phone) - desktop site (phone),0,6,Direct,1,2
imp (phone) - mobile site (phone) - desktop site (phone),0,13,Direct,1,3
imp (tablet) - imp (phone) - click (tablet) - mobile site (tablet) - desktop site (tablet),2,89,Direct,1,1
imp (phone) - desktop site (computer) - desktop site (other),4,0,Indirect,1,2
imp (phone),76,0,Indirect,0,13
imp (other) - imp (phone) - mobile site (phone) - desktop site (phone),0,2,Direct,1,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet) - desktop site (computer),27,0,Indirect,1,1
imp (tablet) - imp (phone),24,0,Indirect,0,17
imp (phone),384,0,Indirect,0,2
imp (phone) - desktop site (other),2,0,Indirect,1,27
imp (other) - desktop site (phone),0,4,Direct,1,1
desktop site (computer) - desktop site (other) - desktop site (tablet),0,0,None,1,19
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),3,2,Direct,1,2
imp (phone) - imp (tablet),189,0,Indirect,0,1
imp (tablet) - click (tablet) - desktop site (tablet),4,0,Indirect,1,1
imp (phone) - desktop site (tablet) - desktop site (computer),7,0,Indirect,1,1
desktop site (other) - desktop site (phone) - desktop site (tablet) - desktop site (computer),0,0,None,1,1
mobile site (phone) - desktop site (computer) - desktop site (phone) - desktop site (tablet),0,0,None,1,1
imp (phone) - click (phone) - desktop site (phone),0,41,Direct,1,1
imp (tablet),171,0,Indirect,0,6
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,64,Direct,1,1
click (tablet) - mobile site (tablet) - desktop site (tablet),0,0,None,1,27
imp (other) - imp (phone),30,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone) - desktop site (tablet),4,0,Indirect,1,1
imp (phone) - imp (tablet) - mobile site (tablet) - click (tablet) - desktop site (tablet),6,21,Direct,1,1
imp (phone),179,0,Indirect,0,3
imp (phone) - mobile site (phone) - desktop site (phone) - desktop site (other),4,0,Indirect,1,2
mobile site (tablet) - imp (phone) - desktop site (computer),1,0,Indirect,1,1
imp (phone) - imp (tablet) - click (tablet),5,0,Indirect,0,1
mobile site (tablet) - desktop site (tablet) - desktop site (other) - desktop site (computer) - desktop site (phone),0,0,None,1,1
imp (tablet) - click (tablet) - mobile site (phone) - desktop site (phone),6,0,Indirect,1,1
click (other) - desktop site (phone),0,0,None,1,3
imp (phone),49,0,Indirect,0,65
imp (phone) - desktop site (phone) - desktop site (computer),3,0,Indirect,1,5
imp (tablet) - imp (phone) - desktop site (phone),11,0,Indirect,1,1
imp (phone),248,0,Indirect,0,1
imp (tablet),82,0,Indirect,0,21
imp (phone) - mobile site (phone) - desktop site (phone) - desktop site (computer),9,0,Indirect,1,3
imp (tablet) - desktop site (computer),49,0,Indirect,1,1
imp (tablet) - desktop site (other),2,0,Indirect,1,5
imp (phone) - click (phone) - desktop site (phone),0,26,Direct,1,5
imp (tablet) - click (tablet) - desktop site (tablet),4,2,Direct,1,1
imp (tablet) - click (tablet) - desktop site (tablet) - desktop site (computer),0,4,Direct,1,1
imp (phone) - desktop site (tablet) - desktop site (computer),1,0,Indirect,1,22
imp (phone) - click (phone) - desktop site (phone),1,5,Direct,1,2
imp (tablet) - desktop site (tablet),0,26,Direct,1,1
imp (other),20,0,Indirect,0,7
imp (phone),98,0,Indirect,0,5
imp (phone) - mobile site (phone) - desktop site (phone),1,7,Direct,1,1
imp (other) - desktop site (other),1,0,Indirect,1,1
imp (computer) - imp (phone),30,0,Indirect,0,1
imp (phone) - mobile site (phone) - click (phone) - desktop site (phone),0,26,Direct,1,1
mobile site (other) - mobile site (phone) - desktop site (phone) - desktop site (computer),0,0,None,1,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,19,Direct,1,8
imp (phone) - click (phone),37,0,Indirect,0,1
imp (tablet) - mobile site (phone),3,0,Indirect,0,1
imp (tablet) - mobile site (phone),2,0,Indirect,0,7
imp (phone) - mobile site (phone),8,0,Indirect,0,2
imp (phone),211,0,Indirect,0,1
imp (phone) - imp (tablet) - click (phone),98,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone),0,10,Direct,1,19
imp (phone),252,0,Indirect,0,1
imp (tablet) - click (tablet) - desktop site (computer),336,0,Indirect,1,1
mobile site (other) - desktop site (other) - desktop site (phone) - desktop site (computer) - desktop site (tablet),0,0,None,1,1
imp (computer) - mobile site (phone) - desktop site (phone),2,0,Indirect,1,1
imp (phone) - click (phone) - desktop site (phone),0,18,Direct,1,9
mobile site (tablet) - desktop site (computer),0,0,None,1,13
imp (tablet) - click (tablet) - desktop site (tablet),0,11,Direct,1,6
imp (phone) - imp (tablet) - click (phone) - mobile site (phone) - desktop site (phone),2,17,Direct,1,1
imp (phone),160,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone),0,30,Direct,1,5
imp (phone) - imp (tablet) - click (tablet) - desktop site (tablet),1,1,Direct,1,1
imp (computer),9,0,Indirect,0,3
imp (phone),275,0,Indirect,0,1
imp (tablet) - desktop site (computer),0,1,Direct,1,1
mobile site (other) - mobile site (phone) - desktop site (phone),0,0,None,1,40
imp (phone) - imp (tablet),5,0,Indirect,0,301
imp (phone) - imp (tablet) - mobile site (computer) - desktop site (computer),6,0,Indirect,1,1
imp (phone),230,0,Indirect,0,1
imp (phone) - imp (other) - desktop site (computer),3,0,Indirect,1,2
imp (phone) - imp (tablet) - mobile site (tablet) - desktop site (tablet),71,0,Indirect,1,1
imp (tablet) - mobile site (tablet) - desktop site (tablet),12,0,Indirect,1,1
imp (tablet),65,0,Indirect,0,27
imp (tablet) - imp (phone) - click (phone) - desktop site (phone),1,2,Direct,1,1
imp (phone),26,0,Indirect,0,324
imp (tablet) - imp (phone) - desktop site (computer) - desktop site (tablet),5,0,Indirect,1,1
imp (tablet) - imp (phone),101,0,Indirect,0,1
imp (phone) - click (phone),146,0,Indirect,0,1
imp (phone),139,0,Indirect,0,3
imp (phone) - click (phone) - desktop site (phone),6,0,Indirect,1,1
imp (phone) - mobile site (other) - desktop site (phone),2,0,Indirect,1,1
imp (other) - desktop site (computer) - desktop site (tablet),3,0,Indirect,1,1
imp (phone) - mobile site (phone) - desktop site (phone),0,3,Direct,1,32
imp (tablet) - desktop site (computer),140,0,Indirect,1,1
imp (phone) - desktop site (phone),21,0,Indirect,1,1
imp (phone),225,0,Indirect,0,2
imp (tablet),429,0,Indirect,0,2
imp (phone) - click (phone),53,0,Indirect,0,1
imp (tablet),293,0,Indirect,0,1
imp (phone),153,0,Indirect,0,1
imp (phone) - desktop site (tablet),5,0,Indirect,1,24
imp (phone),61,0,Indirect,0,36
imp (phone) - mobile site (phone) - desktop site (phone) - desktop site (computer),2,8,Direct,1,1
imp (tablet) - imp (phone) - click (tablet),18,0,Indirect,0,1
imp (phone) - desktop site (phone),2,1,Direct,1,1
imp (phone) - click (phone),10,0,Indirect,0,14
imp (phone),54,0,Indirect,0,49
imp (phone) - click (phone) - desktop site (phone),0,16,Direct,1,4
imp (phone) - imp (tablet) - click (tablet) - desktop site (tablet),28,1,Direct,1,1
imp (phone) - imp (tablet) - desktop site (computer),5,0,Indirect,1,3
imp (tablet) - click (tablet),12,0,Indirect,0,9
imp (phone) - mobile site (phone) - click (phone) - desktop site (phone),2,10,Direct,1,1
imp (tablet),17,0,Indirect,0,633
imp (tablet) - desktop site (computer),56,0,Indirect,1,1
imp (tablet) - mobile site (computer) - desktop site (computer),6,0,Indirect,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,46,Direct,1,1
imp (phone) - desktop site (tablet),40,0,Indirect,1,1
imp (phone) - desktop site (phone) - desktop site (computer),7,0,Indirect,1,2
imp (phone),199,0,Indirect,0,1
imp (tablet) - mobile site (tablet) - desktop site (tablet),3,11,Direct,1,1
imp (phone) - imp (other) - imp (tablet),67,0,Indirect,0,1
imp (phone) - mobile site (phone),4,0,Indirect,0,10
imp (phone) - imp (computer),5,0,Indirect,0,2
imp (phone) - desktop site (computer) - desktop site (tablet),16,0,Indirect,1,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),5,0,Indirect,1,1
imp (phone),41,0,Indirect,0,106
imp (tablet),6,0,Indirect,0,5326
imp (tablet) - imp (phone) - mobile site (phone) - desktop site (phone),2,2,Direct,1,1
imp (phone) - desktop site (phone),8,0,Indirect,1,17
imp (phone) - imp (tablet) - desktop site (other),59,0,Indirect,1,1
mobile site (other) - mobile site (computer),0,0,None,0,4
imp (phone),226,0,Indirect,0,2
mobile site (other) - mobile site (tablet),0,0,None,0,9
imp (phone) - desktop site (computer) - desktop site (phone),9,0,Indirect,1,3
imp (computer) - imp (phone),7,0,Indirect,0,2
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone) - desktop site (computer),0,8,Direct,1,1
imp (phone),112,0,Indirect,0,4
imp (tablet) - imp (phone),12,0,Indirect,0,78
imp (tablet) - imp (phone) - click (tablet) - mobile site (tablet) - desktop site (tablet),1,43,Direct,1,1
imp (tablet) - desktop site (other),6,0,Indirect,1,3
imp (tablet),345,0,Indirect,0,2
imp (tablet) - desktop site (other),8,0,Indirect,1,1
imp (other) - imp (tablet),43,0,Indirect,0,1
imp (phone),171,0,Indirect,0,1
imp (tablet) - imp (other),83,0,Indirect,0,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),45,0,Indirect,1,1
imp (tablet) - desktop site (computer),1,0,Indirect,1,699
imp (phone) - desktop site (tablet),6,0,Indirect,1,17
imp (tablet) - desktop site (computer) - desktop site (tablet),10,0,Indirect,1,2
imp (tablet) - click (tablet) - desktop site (tablet),0,45,Direct,1,1
imp (phone) - imp (tablet),61,0,Indirect,0,3
imp (phone) - imp (tablet),127,0,Indirect,0,1
imp (tablet) - click (tablet),7,0,Indirect,0,25
imp (phone),184,0,Indirect,0,1
imp (tablet) - desktop site (computer) - desktop site (tablet),3,0,Indirect,1,3
imp (tablet) - desktop site (computer),94,0,Indirect,1,2
imp (phone) - desktop site (computer) - desktop site (phone),31,0,Indirect,1,1
imp (phone) - imp (tablet) - click (phone) - desktop site (phone),11,5,Direct,1,1
mobile site (phone) - imp (phone) - desktop site (phone) - desktop site (computer),5,0,Indirect,1,1
imp (tablet),249,0,Indirect,0,2
imp (tablet),70,0,Indirect,0,22
imp (tablet) - click (tablet),28,0,Indirect,0,4
imp (phone) - mobile site (phone) - desktop site (phone),7,2,Direct,1,1
imp (tablet),49,0,Indirect,0,45
imp (phone) - imp (tablet) - mobile site (tablet) - desktop site (tablet),11,0,Indirect,1,1
imp (computer) - imp (phone),3,0,Indirect,0,1
imp (phone) - imp (tablet) - click (phone) - desktop site (phone),1,9,Direct,1,2
imp (phone) - desktop site (other) - desktop site (computer),5,0,Indirect,1,1
imp (tablet) - click (tablet),40,0,Indirect,0,2
imp (phone),163,0,Indirect,0,1
imp (phone),472,0,Indirect,0,1
imp (tablet) - imp (other),28,0,Indirect,0,1
imp (other),6,0,Indirect,0,80
imp (other) - imp (tablet),64,0,Indirect,0,1
imp (phone) - imp (tablet),2,0,Indirect,0,977
imp (tablet),184,0,Indirect,0,2
imp (tablet),50,0,Indirect,0,58
imp (phone),125,0,Indirect,0,9
imp (phone) - imp (tablet),68,0,Indirect,0,1
imp (phone) - imp (tablet) - mobile site (other) - desktop site (other),3,0,Indirect,1,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,7,Direct,1,10
imp (tablet),75,0,Indirect,0,32
imp (phone) - mobile site (tablet) - desktop site (tablet) - desktop site (phone),2,0,Indirect,1,1
imp (phone) - imp (tablet) - click (phone) - desktop site (phone),1,4,Direct,1,1
imp (computer) - desktop site (computer),2,0,Indirect,1,2
imp (tablet) - click (tablet) - desktop site (computer),10,0,Indirect,1,1
imp (phone) - imp (tablet) - desktop site (computer),12,0,Indirect,1,1
imp (phone),95,0,Indirect,0,14
imp (tablet),16,0,Indirect,0,726
imp (phone) - imp (tablet),131,0,Indirect,0,1
imp (tablet) - click (tablet) - desktop site (tablet),4,8,Direct,1,1
imp (tablet) - desktop site (computer) - desktop site (tablet),20,0,Indirect,1,1
imp (phone) - mobile site (tablet) - desktop site (tablet) - desktop site (computer),1,0,Indirect,1,3
imp (tablet),128,0,Indirect,0,6
imp (tablet) - mobile site (tablet) - desktop site (computer),3,0,Indirect,1,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),31,0,Indirect,1,1
desktop site (tablet) - desktop site (computer) - desktop site (other) - desktop site (phone),0,0,None,1,1
mobile site (other) - desktop site (computer),0,0,None,1,21
imp (tablet) - desktop site (tablet),44,0,Indirect,1,2
imp (phone) - imp (tablet) - mobile site (phone) - desktop site (phone),25,0,Indirect,1,1
imp (other),2,0,Indirect,0,1846
imp (tablet) - mobile site (phone) - desktop site (phone) - desktop site (computer) - desktop site (tablet),1,0,Indirect,1,2
imp (phone),519,0,Indirect,0,1
imp (tablet),384,0,Indirect,0,1
imp (phone) - desktop site (computer),49,0,Indirect,1,1
imp (phone) - imp (other),46,0,Indirect,0,1
imp (tablet) - imp (phone),80,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone),2,17,Direct,1,1
desktop site (phone) - desktop site (computer) - desktop site (tablet),0,0,None,1,45
imp (phone) - mobile site (phone) - desktop site (phone),0,9,Direct,1,2
imp (phone) - imp (tablet) - mobile site (tablet),11,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone),3,14,Direct,1,1
mobile site (tablet) - imp (tablet),3,0,Indirect,0,3
imp (phone) - imp (tablet) - desktop site (computer),9,0,Indirect,1,3
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),2,22,Direct,1,1
imp (phone) - imp (other),19,0,Indirect,0,1
imp (tablet) - click (tablet),10,0,Indirect,0,12
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),5,0,Indirect,1,2
imp (phone) - click (phone) - desktop site (phone) - desktop site (computer),0,25,Direct,1,1
desktop site (computer) - desktop site (phone) - desktop site (other),0,0,None,1,36
imp (tablet) - desktop site (phone),21,0,Indirect,1,1
imp (phone) - imp (tablet) - desktop site (computer),90,0,Indirect,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,37,Direct,1,1
imp (tablet) - desktop site (computer) - desktop site (tablet),2,0,Indirect,1,7
imp (tablet) - click (tablet) - imp (phone),25,0,Indirect,0,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,10,Direct,1,10
desktop site (tablet) - desktop site (other),0,0,None,1,122
imp (phone) - click (phone),38,0,Indirect,0,1
imp (phone) - click (phone),130,0,Indirect,0,1
imp (tablet) - click (tablet),29,0,Indirect,0,4
imp (tablet),21,0,Indirect,0,432
imp (other) - imp (tablet) - imp (phone),9,0,Indirect,0,1
imp (phone) - mobile site (tablet),121,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone) - desktop site (computer),0,26,Direct,1,1
imp (phone) - imp (tablet),16,0,Indirect,0,39
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,34,Direct,1,1
imp (phone),134,0,Indirect,0,4
imp (tablet) - imp (phone),112,0,Indirect,0,1
mobile site (other) - desktop site (tablet),0,0,None,1,41
imp (tablet),24,0,Indirect,0,300
imp (tablet),239,0,Indirect,0,2
mobile site (other) - mobile site (computer) - desktop site (computer),0,0,None,1,2
imp (tablet),642,0,Indirect,0,1
mobile site (phone) - desktop site (tablet) - desktop site (computer),0,0,None,1,3
imp (phone) - desktop site (phone) - desktop site (computer),9,0,Indirect,1,1
mobile site (phone) - desktop site (phone) - desktop site (tablet) - desktop site (computer),0,0,None,1,35
imp (phone) - imp (tablet) - click (tablet) - desktop site (tablet),3,39,Direct,1,1
imp (phone) - imp (tablet),91,0,Indirect,0,1
imp (phone) - desktop site (tablet) - desktop site (phone),5,0,Indirect,1,1
imp (tablet) - desktop site (tablet),3,0,Indirect,1,60
imp (tablet) - click (tablet) - desktop site (tablet),62,0,Indirect,1,1
desktop site (tablet) - desktop site (phone) - desktop site (other) - desktop site (computer),0,0,None,1,4
imp (tablet) - mobile site (tablet) - desktop site (tablet),0,11,Direct,1,1
imp (phone),278,0,Indirect,0,1
imp (phone),597,0,Indirect,0,1
imp (phone) - imp (tablet) - desktop site (tablet),13,0,Indirect,1,1
imp (phone) - click (phone) - desktop site (phone),4,1,Direct,1,2
imp (tablet),215,0,Indirect,0,1
imp (phone),36,0,Indirect,0,165
imp (phone) - imp (other),41,0,Indirect,0,1
imp (tablet) - imp (phone),242,0,Indirect,0,1
imp (tablet) - imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),2,4,Direct,1,2
imp (tablet) - click (tablet) - desktop site (tablet),4,16,Direct,1,1
imp (tablet) - click (tablet) - desktop site (tablet),21,0,Indirect,1,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,15,Direct,1,2
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,23,Direct,1,6
imp (tablet),170,0,Indirect,0,3
